HG002_EXOME_HG19_NOVOALIGN_HC_2DCNN.vcf.gz 11973
HG002_EXOME_HG19_NOVOALIGN_HC_HARDFILTER.vcf.gz 21248
HG002_EXOME_HG19_NOVOALIGN_ST_STANDART.vcf.gz 21359
HG002_GENOME_HG19_BOWTIE2_DV_STANDART.vcf.gz 21577
HG002_GENOME_HG19_BOWTIE2_FB_STANDART.vcf.gz 19985
HG002_GENOME_HG19_BOWTIE2_HC_1DCNN.vcf.gz 21506
HG002_GENOME_HG19_BOWTIE2_HC_2DCNN.vcf.gz 21502
HG002_GENOME_HG19_BOWTIE2_HC_HARDFILTER.vcf.gz 19888
HG002_GENOME_HG19_BOWTIE2_ST_STANDART.vcf.gz 12785
HG002_GENOME_HG19_BWA_DV_STANDART.vcf.gz 21701
HG002_GENOME_HG19_BWA_FB_STANDART.vcf.gz 20805
HG002_GENOME_HG19_BWA_HC_1DCNN.vcf.gz 21703
HG002_GENOME_HG19_BWA_HC_2DCNN.vcf.gz 21680
HG002_GENOME_HG19_BWA_HC_HARDFILTER.vcf.gz 21564
HG002_GENOME_HG19_BWA_ST_STANDART.vcf.gz 21735
HG002_GENOME_HG19_ISAAC4_DV_STANDART.vcf.gz 21738
HG002_GENOME_HG19_ISAAC4_FB_STANDART.vcf.gz 20813
HG002_GENOME_HG19_ISAAC4_HC_1DCNN.vcf.gz 21725
HG002_GENOME_HG19_ISAAC4_HC_2DCNN.vcf.gz 21696
HG002_GENOME_HG19_ISAAC4_HC_HARDFILTER.vcf.gz 21543
HG002_GENOME_HG19_ISAAC4_ST_STANDART.vcf.gz 21684
HG002_GENOME_HG19_NOVOALIGN_DV_STANDART.vcf.gz 21717
HG002_GENOME_HG19_NOVOALIGN_FB_STANDART.vcf.gz 20747
HG002_GENOME_HG19_NOVOALIGN_HC_1DCNN.vcf.gz 21719
HG002_GENOME_HG19_NOVOALIGN_HC_2DCNN.vcf.gz 21679
HG002_GENOME_HG19_NOVOALIGN_HC_HARDFILTER.vcf.gz 21519
HG002_GENOME_HG19_NOVOALIGN_ST_STANDART.vcf.gz 21708
HG003_EXOME_HG19_BOWTIE2_DV_STANDART.vcf.gz 21246
HG003_EXOME_HG19_BOWTIE2_FB_STANDART.vcf.gz 20431
HG003_EXOME_HG19_BOWTIE2_HC_1DCNN.vcf.gz 20922
HG003_EXOME_HG19_BOWTIE2_HC_2DCNN.vcf.gz 13887
HG003_EXOME_HG19_BOWTIE2_HC_HARDFILTER.vcf.gz 20078
HG003_EXOME_HG19_BOWTIE2_ST_STANDART.vcf.gz 21109
HG003_EXOME_HG19_BWA_DV_STANDART.vcf.gz 21390
HG003_EXOME_HG19_BWA_FB_STANDART.vcf.gz 20939
HG003_EXOME_HG19_BWA_HC_1DCNN.vcf.gz 21363
HG003_EXOME_HG19_BWA_HC_2DCNN.vcf.gz 13863
HG003_EXOME_HG19_BWA_HC_HARDFILTER.vcf.gz 21242
HG003_EXOME_HG19_BWA_ST_STANDART.vcf.gz 21389
HG003_EXOME_HG19_ISAAC4_DV_STANDART.vcf.gz 21415
HG003_EXOME_HG19_ISAAC4_FB_STANDART.vcf.gz 20923
HG003_EXOME_HG19_ISAAC4_HC_1DCNN.vcf.gz 21337
HG003_EXOME_HG19_ISAAC4_HC_2DCNN.vcf.gz 14108
HG003_EXOME_HG19_ISAAC4_HC_HARDFILTER.vcf.gz 21201
HG003_EXOME_HG19_ISAAC4_ST_STANDART.vcf.gz 21330
HG003_EXOME_HG19_NOVOALIGN_DV_STANDART.vcf.gz 21389
HG003_EXOME_HG19_NOVOALIGN_FB_STANDART.vcf.gz 20924
HG003_EXOME_HG19_NOVOALIGN_HC_1DCNN.vcf.gz 21397
HG003_EXOME_HG19_NOVOALIGN_HC_2DCNN.vcf.gz 14059
HG003_EXOME_HG19_NOVOALIGN_HC_HARDFILTER.vcf.gz 21250
HG003_EXOME_HG19_NOVOALIGN_ST_STANDART.vcf.gz 21331
HG003_GENOME_HG19_BOWTIE2_DV_STANDART.vcf.gz 21555
HG003_GENOME_HG19_BOWTIE2_FB_STANDART.vcf.gz 19995
HG003_GENOME_HG19_BOWTIE2_HC_1DCNN.vcf.gz 21429
HG003_GENOME_HG19_BOWTIE2_HC_2DCNN.vcf.gz 21440
HG003_GENOME_HG19_BOWTIE2_HC_HARDFILTER.vcf.gz 19738
HG003_GENOME_HG19_BOWTIE2_ST_STANDART.vcf.gz 13674
HG003_GENOME_HG19_BWA_DV_STANDART.vcf.gz 21679
HG003_GENOME_HG19_BWA_FB_STANDART.vcf.gz 20720
HG003_GENOME_HG19_BWA_HC_1DCNN.vcf.gz 21673
HG003_GENOME_HG19_BWA_HC_2DCNN.vcf.gz 21682
HG003_GENOME_HG19_BWA_HC_HARDFILTER.vcf.gz 21524
HG003_GENOME_HG19_BWA_ST_STANDART.vcf.gz 21677
HG003_GENOME_HG19_ISAAC4_DV_STANDART.vcf.gz 21684
HG003_GENOME_HG19_ISAAC4_FB_STANDART.vcf.gz 20742
HG003_GENOME_HG19_ISAAC4_HC_1DCNN.vcf.gz 21644
HG003_GENOME_HG19_ISAAC4_HC_2DCNN.vcf.gz 21625
HG003_GENOME_HG19_ISAAC4_HC_HARDFILTER.vcf.gz 21444
HG003_GENOME_HG19_ISAAC4_ST_STANDART.vcf.gz 21627
HG003_GENOME_HG19_NOVOALIGN_DV_STANDART.vcf.gz 21688
HG003_GENOME_HG19_NOVOALIGN_FB_STANDART.vcf.gz 20681
HG003_GENOME_HG19_NOVOALIGN_HC_1DCNN.vcf.gz 21658
HG003_GENOME_HG19_NOVOALIGN_HC_2DCNN.vcf.gz 21629
HG003_GENOME_HG19_NOVOALIGN_HC_HARDFILTER.vcf.gz 21453
HG003_GENOME_HG19_NOVOALIGN_ST_STANDART.vcf.gz 21677
HG004_EXOME_HG19_BOWTIE2_DV_STANDART.vcf.gz 21360
HG004_EXOME_HG19_BOWTIE2_FB_STANDART.vcf.gz 20525
HG004_EXOME_HG19_BOWTIE2_HC_1DCNN.vcf.gz 20752
HG004_EXOME_HG19_BOWTIE2_HC_2DCNN.vcf.gz 12558
HG004_EXOME_HG19_BOWTIE2_HC_HARDFILTER.vcf.gz 20192
HG004_EXOME_HG19_BOWTIE2_ST_STANDART.vcf.gz 21197
HG004_EXOME_HG19_BWA_DV_STANDART.vcf.gz 21477
HG004_EXOME_HG19_BWA_FB_STANDART.vcf.gz 21009
HG004_EXOME_HG19_BWA_HC_1DCNN.vcf.gz 21369
HG004_EXOME_HG19_BWA_HC_2DCNN.vcf.gz 12518
HG004_EXOME_HG19_BWA_HC_HARDFILTER.vcf.gz 21371
HG004_EXOME_HG19_BWA_ST_STANDART.vcf.gz 21452
HG004_EXOME_HG19_ISAAC4_DV_STANDART.vcf.gz 21499
HG004_EXOME_HG19_ISAAC4_FB_STANDART.vcf.gz 21013
HG004_EXOME_HG19_ISAAC4_HC_1DCNN.vcf.gz 21320
HG004_EXOME_HG19_ISAAC4_HC_2DCNN.vcf.gz 12844
HG004_EXOME_HG19_ISAAC4_HC_HARDFILTER.vcf.gz 21324
HG004_EXOME_HG19_ISAAC4_ST_STANDART.vcf.gz 21395
HG004_EXOME_HG19_NOVOALIGN_DV_STANDART.vcf.gz 21461
HG004_EXOME_HG19_NOVOALIGN_FB_STANDART.vcf.gz 20994
HG004_EXOME_HG19_NOVOALIGN_HC_1DCNN.vcf.gz 21360
HG004_EXOME_HG19_NOVOALIGN_HC_2DCNN.vcf.gz 12703
HG004_EXOME_HG19_NOVOALIGN_HC_HARDFILTER.vcf.gz 21297
HG004_EXOME_HG19_NOVOALIGN_ST_STANDART.vcf.gz 21406
HG004_GENOME_HG19_BOWTIE2_DV_STANDART.vcf.gz 21634
HG004_GENOME_HG19_BOWTIE2_FB_STANDART.vcf.gz 19925
HG004_GENOME_HG19_BOWTIE2_HC_1DCNN.vcf.gz 21584
HG004_GENOME_HG19_BOWTIE2_HC_2DCNN.vcf.gz 21578
HG004_GENOME_HG19_BOWTIE2_HC_HARDFILTER.vcf.gz 19956
HG004_GENOME_HG19_BOWTIE2_ST_STANDART.vcf.gz 12080
HG004_GENOME_HG19_BWA_DV_STANDART.vcf.gz 21756
HG004_GENOME_HG19_BWA_FB_STANDART.vcf.gz 20763
HG004_GENOME_HG19_BWA_HC_1DCNN.vcf.gz 21814
HG004_GENOME_HG19_BWA_HC_2DCNN.vcf.gz 21843
HG004_GENOME_HG19_BWA_HC_HARDFILTER.vcf.gz 21704
HG004_GENOME_HG19_BWA_ST_STANDART.vcf.gz 21741
HG004_GENOME_HG19_ISAAC4_DV_STANDART.vcf.gz 21768
HG004_GENOME_HG19_ISAAC4_FB_STANDART.vcf.gz 20867
HG004_GENOME_HG19_ISAAC4_HC_1DCNN.vcf.gz 21779
HG004_GENOME_HG19_ISAAC4_HC_2DCNN.vcf.gz 21766
HG004_GENOME_HG19_ISAAC4_HC_HARDFILTER.vcf.gz 21573
HG004_GENOME_HG19_ISAAC4_ST_STANDART.vcf.gz 21717
HG004_GENOME_HG19_NOVOALIGN_DV_STANDART.vcf.gz 21768
HG004_GENOME_HG19_NOVOALIGN_FB_STANDART.vcf.gz 20719
HG004_GENOME_HG19_NOVOALIGN_HC_1DCNN.vcf.gz 21805
HG004_GENOME_HG19_NOVOALIGN_HC_2DCNN.vcf.gz 21761
HG004_GENOME_HG19_NOVOALIGN_HC_HARDFILTER.vcf.gz 21599
HG004_GENOME_HG19_NOVOALIGN_ST_STANDART.vcf.gz 21750
HG005_EXOME_HG19_BOWTIE2_DV_STANDART.vcf.gz 21124
HG005_EXOME_HG19_BOWTIE2_FB_STANDART.vcf.gz 20279
HG005_EXOME_HG19_BOWTIE2_HC_1DCNN.vcf.gz 20814
HG005_EXOME_HG19_BOWTIE2_HC_2DCNN.vcf.gz 14557
HG005_EXOME_HG19_BOWTIE2_HC_HARDFILTER.vcf.gz 19861
HG005_EXOME_HG19_BOWTIE2_ST_STANDART.vcf.gz 20976
HG005_EXOME_HG19_BWA_DV_STANDART.vcf.gz 21261
HG005_EXOME_HG19_BWA_FB_STANDART.vcf.gz 20819
HG005_EXOME_HG19_BWA_HC_1DCNN.vcf.gz 21294
HG005_EXOME_HG19_BWA_HC_2DCNN.vcf.gz 14621
HG005_EXOME_HG19_BWA_HC_HARDFILTER.vcf.gz 21114
HG005_EXOME_HG19_BWA_ST_STANDART.vcf.gz 21273
HG005_EXOME_HG19_ISAAC4_DV_STANDART.vcf.gz 21283
HG005_EXOME_HG19_ISAAC4_FB_STANDART.vcf.gz 20799
HG005_EXOME_HG19_ISAAC4_HC_1DCNN.vcf.gz 21173
HG005_EXOME_HG19_ISAAC4_HC_2DCNN.vcf.gz 14878
HG005_EXOME_HG19_ISAAC4_HC_HARDFILTER.vcf.gz 21008
HG005_EXOME_HG19_ISAAC4_ST_STANDART.vcf.gz 21200
HG005_EXOME_HG19_NOVOALIGN_DV_STANDART.vcf.gz 21259
HG005_EXOME_HG19_NOVOALIGN_FB_STANDART.vcf.gz 20789
HG005_EXOME_HG19_NOVOALIGN_HC_1DCNN.vcf.gz 21231
HG005_EXOME_HG19_NOVOALIGN_HC_2DCNN.vcf.gz 14820
HG005_EXOME_HG19_NOVOALIGN_HC_HARDFILTER.vcf.gz 21060
HG005_EXOME_HG19_NOVOALIGN_ST_STANDART.vcf.gz 21204
HG005_GENOME_HG19_BOWTIE2_DV_STANDART.vcf.gz 21433
HG005_GENOME_HG19_BOWTIE2_FB_STANDART.vcf.gz 20604
HG005_GENOME_HG19_BOWTIE2_HC_1DCNN.vcf.gz 21361
HG005_GENOME_HG19_BOWTIE2_HC_2DCNN.vcf.gz 21349
HG005_GENOME_HG19_BOWTIE2_HC_HARDFILTER.vcf.gz 19592
HG005_GENOME_HG19_BOWTIE2_ST_STANDART.vcf.gz 14520
HG005_GENOME_HG19_BWA_DV_STANDART.vcf.gz 21551
HG005_GENOME_HG19_BWA_FB_STANDART.vcf.gz 21242
HG005_GENOME_HG19_BWA_HC_1DCNN.vcf.gz 21648
HG005_GENOME_HG19_BWA_HC_2DCNN.vcf.gz 21647
HG005_GENOME_HG19_BWA_HC_HARDFILTER.vcf.gz 21693
HG005_GENOME_HG19_BWA_ST_STANDART.vcf.gz 21690
HG005_GENOME_HG19_ISAAC4_DV_STANDART.vcf.gz 21568
HG005_GENOME_HG19_ISAAC4_FB_STANDART.vcf.gz 21272
HG005_GENOME_HG19_ISAAC4_HC_1DCNN.vcf.gz 21647
HG005_GENOME_HG19_ISAAC4_HC_2DCNN.vcf.gz 21613
HG005_GENOME_HG19_ISAAC4_HC_HARDFILTER.vcf.gz 21574
HG005_GENOME_HG19_ISAAC4_ST_STANDART.vcf.gz 21586
HG005_GENOME_HG19_NOVOALIGN_DV_STANDART.vcf.gz 21563
HG005_GENOME_HG19_NOVOALIGN_FB_STANDART.vcf.gz 21183
HG005_GENOME_HG19_NOVOALIGN_HC_1DCNN.vcf.gz 21668
HG005_GENOME_HG19_NOVOALIGN_HC_2DCNN.vcf.gz 21609
HG005_GENOME_HG19_NOVOALIGN_HC_HARDFILTER.vcf.gz 21613
HG005_GENOME_HG19_NOVOALIGN_ST_STANDART.vcf.gz 21649
